TOTSPACE,LONGITUDE,LATITUDE
26,-79.49477091,43.62842332
65,-79.51766053,43.62841783
20,-79.49459012,43.62839113
32,-79.36117339,43.6266017
79,-79.49852269,43.62064567
35,-79.48889693,43.61934185
74,-79.56222798,43.61834342
16,-79.37839136,43.61570885
46,-79.48800239,43.6153408
30,-79.49150464,43.6135977
156,-79.49677699,43.61270075
56,-79.49442127,43.61186431
33,-79.53530707,43.61092841
56,-79.49976953,43.60367699
49,-79.5380334,43.60366441
42,-79.50343393,43.6035733
16,-79.55114633,43.60331557
71,-79.54611324,43.60266203
181,-79.54816511,43.60161044
152,-79.50463054,43.59991069
190,-79.52828852,43.59781618
56,-79.51972103,43.59742858
24,-79.50556501,43.59449812
20,-79.5301917,43.59435422
106,-79.53082625,43.59433786
